"business_id","name","address","city","state","latitude","longitude","phone_number"
"FA0001791","EL PUERTO RESTAURANT #3","2248 W CAPITOL AVE","West Sacramento","CA",38.5802307,-121.5399737,"+19163723841"
"FA0002570","EL TORITO MEAT MARKET #1","725 EAST ST","Woodland","CA",38.6709455,-121.7651444,"+15306689730"
"FA0015395","EL TORO BRAVO","237 D ST","Davis","CA",38.5439405,-121.7424295,"+15307502500"
"FA0008285","EL TORO FOODS","16939 YOLO AVE","Esparto","CA",38.693419,-122.0166056,"+15307873532"
"FA0001723","ELDERLY NUTRITION - CENTRAL KITCHEN","40 N EAST ST","Woodland","CA",38.6868003,-121.7648574,"+15306627035"
"FA0015347","ELKHORN SALOON","18398 OLD RIVER RD","West Sacramento","CA",38.6713809,-121.6268728,"+19169917018"
"FA0001256","EMERSON JR HI SCHOOL","2121 CALAVERAS AVE","Davis","CA",38.551699,-121.7772896,"+15307575430"
"FA0016274","EPPIES RESTAURANT","4025 LAKE RD","West Sacramento","CA",38.5716899,-121.5793367,"+19163717767"
"FA0010967","ERIC'S ARCO","16435 CR 99","Woodland","CA",38.7000264,-121.7834676,"+15307130250"
"FA0017743","ERICA MARIE'S CATERING","819 DAVIS ST","Vacaville","CA",38.3491106,-121.9855213,"+17077248560"
"FA0001927","ESPARTO GRAB & GO","16814 FREMONT ST","Esparto","CA",38.69546,-122.018147,"+15307874624"
"FA0001461","ESPARTO SUPERMARKET","17343 FREMONT ST","Esparto","CA",38.689557,-122.018659,"+15307873349"
"FA0009597","EUREST DINING @ CALSTRS","100 WATERFRONT PL","West Sacramento","CA",38.585208,-121.5093429,"+14086125591"
"FA0016386","EVAN'S KITCHEN","855 57TH ST","Sacramento","CA",38.566131,-121.4325811,"+19164523896"
"FA0017761","EVENT ARCHITECTS","4467 D ST","Sacramento","CA",38.5747037,-121.4443854,"+19164442709"
"FA0011168","EXCEPTIONAL INC DBA T L C CATERING","4467 D STREET","Sacramento","CA",38.5747037,-121.4443854,"+19164540852"
"FA0017083","FAIRFIELD INN AND SUITES","2100 FREEWAY DR","Woodland","CA",38.674673,-121.724259,"+15307235067"
"FA0015784","FAMILY DOLLAR STORE #10804","1260 LAKE BLVD","Davis","CA",38.5539717,-121.7868437,""
"FA0002258","FARMER'S MARKET","29020 CR 6","Dunnigan","CA",38.8816848,-121.980305,"+15307243575"
"FA0002218","FAST & EASY MART #22","140 B ST","Davis","CA",38.5424482,-121.743859,"+15307566610"
"FA0009674","FAST & EASY MART #33- FOOD","1601 RESEARCH PARK DR","Davis","CA",38.5403405,-121.7319544,"+15307500799"
"FA0002602","FAST & EASY MART #54 - FOOD","999 E GRANT AVE","Winters","CA",38.530358,-121.956407,"+15307953271"
"FA0012796","FAT FACE","425 L ST","Davis","CA",38.5477381,-121.7345805,"+15308481418"
"FA0017772","FATHER PADDY'S IRISH PUB","435 MAIN ST","Woodland","CA",38.6776842,-121.7748908,""
"FA0017258","FATIMAH'S MEDITERRANEAN CUISINE","247 3RD ST","Davis","CA",38.5440092,-121.7453572,"+17078162156"
"FA0006327","FICELLE","5-C E MAIN ST","Winters","CA",38.5220313,-121.968403,"+15307959593"
"FA0014532","FISH'S WILD","514/516 2ND ST","Davis","CA",38.5429956,-121.7413425,"+14156805101"
"FA0015526","FIVE GUYS BURGERS AND FRIES","768 IKEA CT","West Sacramento","CA",38.5904977,-121.5503265,"+19167375680"
"FA0002024","FLUFFY DONUTS","757 RUSSELL BLVD","Davis","CA",38.5476874,-121.7593135,"+15307562037"
"FA0002955","FOOD 4 LESS","451 PIONEER AVE","Woodland","CA",38.6750321,-121.7447584,"+15306693244"
"FA0001220","FOOD CLOSET","509 COLLEGE ST","Woodland","CA",38.6755072,-121.7746238,"+15306627020"
"FA0015984","FOUR SEASONS GOURMENT","1601 RESEARCH PARK DR","Davis","CA",38.5403405,-121.7319544,""
"FA0001090","FOURTH & HOPE","207 4TH ST","Woodland","CA",38.6793387,-121.7693156,"+15306611218"
"FA0001303","FRATERNAL ORDER OF EAGLES #2345","37650 HWY 16","Woodland","CA",38.677703,-121.8091353,""
"FA0002091","FREEMAN ELEMENTARY SCHOOL","126 N WEST ST","Woodland","CA",38.6876172,-121.7826068,"+15306621758"
"FA0002140","FRENCHY'S LIQUOR & FEEDLOT","1435 EAST ST","Woodland","CA",38.6621713,-121.7652878,"+15306625111"
"FA0011182","FRESH & QUICK CATERING","28001 N NICHOLS RD","Galt","CA",38.2435981,-121.2801681,"+19164473775"
"FA0002001","FROGGY'S BAR & GRILL","726 2ND ST","Davis","CA",38.5434069,-121.7389778,"+15307587550"
"FA0017632","FROGGY'S BAR AND GRILL - CATERING","726 2ND ST","Davis","CA",38.5434069,-121.7389778,"+15307587550"
"FA0003316","FUJI SUSHI BOAT & BUFFET","213 G ST","Davis","CA",38.5440567,-121.7393169,"+15307533888"
"FA0015869","FULL BELLY FARM KITCHEN","15730 CR 43","Guinda","CA",38.8588474,-122.2097657,"+15307962214"
"FA0014900","G STREET WUNDERBAR","228 G ST","Davis","CA",38.5445243,-121.7388504,"+15307569227"
"FA0014937","GARCIA'S CALIFORNIA GRILLING","575 CALIFORNIA ST","Woodland","CA",38.6749329,-121.7886554,"+15309086093"
"FA0017070","GATEWAY COMMUNITY CHARTERS - EPIC CHARTER SCHOOL","2945 RAMCO ST","West Sacramento","CA",38.5547163,-121.5623666,"+19162861960"
"FA0015938","GNC #3581","2051 BRONZE STAR DR","Woodland","CA",38.6705892,-121.7257364,"+14122884600"
"FA0009751","GNC - GENERAL NUTRITION CENTER #7120","2050 TOWN CENTER PLZ","West Sacramento","CA",38.5515533,-121.5360881,"+19163739017"
"FA0002185","GNC - GENERAL NUTRITION CENTER #8179","1264 E GIBSON RD","Woodland","CA",38.6608717,-121.7627486,"+15306628219"
"FA0002615","GNC - GENERAL NUTRITION CENTER #8180","1361 COVELL BLVD","Davis","CA",38.5618694,-121.7645669,"+15307577288"
"FA0015753","GNC LIVE WELL","775 IKEA CT","West Sacramento","CA",38.5900178,-121.5498469,"+19163718385"
"FA0016263","GOKART RACER SACRAMENTO","1430 ENTERPRISE BLVD","West Sacramento","CA",38.5702828,-121.5811196,"+19166047223"
"FA0001576","GOLDEN DRAGON RESTAURANT","353-G W MAIN ST","Woodland","CA",38.6769271,-121.8005838,"+15306662828"
"FA0017533","GOLDEN GOURMET CATERING","855 57TH ST","Sacramento","CA",38.566131,-121.4325811,"+19166896437"
"FA0001063","GOLDEN SUN CHINESE CUISINE","1750 E 8TH ST","Davis","CA",38.5533874,-121.7304974,"+15307599392"
"FA0017736","GONG CHA TEA HOUSE","1411 W COVELL BLVD #A110","Davis","CA",38.5624193,-121.7657087,""
"FA0009387","GOURMET SOLUTIONZ","120 MAIN ST","Woodland","CA",38.6770605,-121.7814623,"+15304001724"
"FA0001523","GRAND CENTRAL STATION","1250 HARBOR BLVD","West Sacramento","CA",38.5728308,-121.5491439,"+19163751047"
"FA0001681","GROCERY OUTLET - W SAC","845 HARBOR BLVD","West Sacramento","CA",38.5780589,-121.547741,"+19163726575"
"FA0001544","GROCERY OUTLET - WOODLAND","1366 E MAIN","Woodland","CA",38.6760041,-121.7586875,"+15306621891"
"FA0015782","GUINDA COMMONS","7624 HWY 16","Guinda","CA",38.8277639,-122.1918966,"+15307960758"
"FA0016022","GUINDA CORNER STORE","7530 HWY 16","Guinda","CA",38.8293755,-122.1930164,""
"FA0017002","GUINEVERE'S CAFE & BISTRO","317 2ND ST","Woodland","CA",38.6782002,-121.7716856,"+19165248913"
"FA0017993","GUY'S CORNER","17776 CR 89","Madison","CA",38.681373,-121.967713,"+15306611033"
"FA0006284","H2O PURIFIED WATER","1897 E GIBSON RD","Woodland","CA",38.6634855,-121.7393293,"+19164621191"
"FA0010355","H2O TO GO","1340 E COVELL BLVD","Davis","CA",38.5607767,-121.7341442,"+15307531440"
"FA0003591","HALLMARK INN  -  FOOD","110 F ST","Davis","CA",38.5427087,-121.7392547,"+15307533600"
"FA0006698","HAMPTON INN & SUITES","2060 FREEWAY DR","Woodland","CA",38.6750439,-121.7265615,"+15306629100"
"FA0014500","HAMPTON INN & SUITES","800 STILLWATER RD","West Sacramento","CA",38.5908817,-121.5572237,"+19163741909"
"FA0011891","HARBOR TRUCK & AUTO STOP","2816 W CAPITOL AVE","West Sacramento","CA",38.5798464,-121.5481701,"+19163722893"
"FA0006173","HARPER JR HIGH SCHOOL","4000 E COVELL BLVD","Davis","CA",38.5637647,-121.7022737,"+15307575330"
"FA0002253","HECHO EN MEXICO TAQUERIA","374 CALIFORNIA ST","Woodland","CA",38.6780169,-121.7886564,"+15306661418"
"FA0001016","HEFTY BURGERS","1640 W CAPITOL AVE","West Sacramento","CA",38.5806455,-121.5302352,"+19163730122"
"FA0009087","HEIDRICK AG HISTORY CENTER","1962 HAYS LN","Woodland","CA",38.6754453,-121.7327983,"+15306669700"
"FA0017118","HELADOS Y FRUTAS LA COLORINA","1264 E GIBSON #F-601","Woodland","CA",38.6608717,-121.7627486,"+15308702053"
"FA0003366","HILLEL HOUSE","328 A ST","Davis","CA",38.544449,-121.746931,"+15307588029"
"FA0001621","HING'S CHINESE CUISINE","2933 W CAPITOL AVE","West Sacramento","CA",38.5784281,-121.5496663,"+19163713322"
"FA0017657","HO HO MARKET","132 E ST","Davis","CA",38.5427886,-121.7406041,"+14152900411"
"FA0014534","HOLIDAY INN EXPRESS - FOOD","2070 FREEWAY DR","Woodland","CA",38.6748021,-121.7259816,"+15306627750"
"FA0014497","HOLIDAY INN EXPRESS - W SAC (FOOD)","2761 EVERGREEN AVE","West Sacramento","CA",38.5766096,-121.5473861,"+19163726900"
"FA0004294","HOLIDAY INN EXPRESS DAVIS","1640 RESEARCH PARK DR","Davis","CA",38.5411031,-121.7306732,"+15302971500"
"FA0002250","HOLLAND MARKET","52945 NETHERLANDS RD","Clarksburg","CA",38.4166207,-121.5259789,"+19167441510"
"FA0003553","HOLLYWOOD MARKET","1321 COLLEGE ST","Woodland","CA",38.6648756,-121.7748486,"+15306693200"
"FA0001263","HOLMES JR HIGH SCHOOL","1220 DREXEL DR","Davis","CA",38.5563512,-121.7363792,"+15307575445"
"FA0005589","HOLY ROSARY COMMUNITY CENTER","503 CALIFORNIA ST","Woodland","CA",38.6755505,-121.7882547,"+15306622805"
"FA0016537","HOLY ROSARY PARISH SCHOOL","505 CALIFORNIA ST","Woodland","CA",38.6749894,-121.7878255,"+15306623494"
"FA0012487","HOMETOWN CHINESE RESTAURANT","132 E ST","Davis","CA",38.5427886,-121.7406041,"+15307586188"
"FA0013420","HOMEWARD BOUND OUTREACH","44 1/2 JEFFERSON ST","Woodland","CA",38.6746923,-121.7840494,"+15304061716"
"FA0017585","HOT ITALIAN","500 1ST ST STE 9-10","Davis","CA",38.5411191,-121.7409417,""
"FA0016293","HUKU JAPANESE BISTRO","417 MACE BLVD","Davis","CA",38.5496847,-121.6960216,""
"FA0008874","HULA HAWAIIAN BBQ","2155 TOWN CENTER PLZ","West Sacramento","CA",38.5505862,-121.5386539,"+19163726688"
"FA0001473","HUNAN BAR & RESTAURANT","207 D ST","Davis","CA",38.5432681,-121.7422395,"+15307535174"
"FA0009949","HUSICK HARDWARE & GENERAL STORE","36510 RIVERVIEW DR","Clarksburg","CA",38.4166954,-121.5251957,"+19167441077"
"FA0003319","I LOVE TERIYAKI","469 PIONEER AVE","Woodland","CA",38.6745543,-121.7462908,"+15306667474"
"FA0002839","I LOVE TERIYAKI #4","830 HARBOR BLVD","West Sacramento","CA",38.5787369,-121.5491969,"+19163731414"
"FA0000347","I-5 CHEVRON","596 N EAST ST","Woodland","CA",38.6959367,-121.764843,"+15306681517"
"FA0010364","I-5 FOOD & GAS - FOOD","2020 E MAIN ST","Woodland","CA",38.6767159,-121.7272433,"+15306616137"
"FA0006777","ICEKRIMSKI CAFE","618 2ND ST","Davis","CA",38.5433462,-121.7403671,"+15307534232"
"FA0006756","IGUANAS MEXICAN GRILL","1849 E GIBSON RD","Woodland","CA",38.6642235,-121.7411076,"+15306661190"
"FA0005616","IHOP #1767","1745 COWELL BLVD","Davis","CA",38.540316,-121.7302594,"+15307500170"
"FA0012584","IHOP RESTAURANT","779 IKEA CT","West Sacramento","CA",38.5901143,-121.549409,""
"FA0006815","IKEA - BISTRO","700 IKEA CT","West Sacramento","CA",38.5866091,-121.5535246,"+19163760597"
"FA0006515","IKEA - RESTAURANT","700 IKEA CT","West Sacramento","CA",38.5866091,-121.5535246,""
"FA0006816","IKEA - SWEDISH FOOD MARKET","700 IKEA CT","West Sacramento","CA",38.5866091,-121.5535246,""
"FA0004398","IKEA CIRCLE SHELL","800 IKEA CT","West Sacramento","CA",38.591128,-121.549424,"+19163760313"
"FA0001164","IKEDA'S DAVIS FRUIT MARKET","26295 MACE BLVD","Davis","CA",38.5561714,-121.6937162,"+15307503379"
"FA0001858","IN & OUT MARKET","174 COLLEGE ST","Woodland","CA",38.68022,-121.774915,"+15306666838"
"FA0003293","IN-N-OUT BURGER #127","1020 OLIVE DR","Davis","CA",38.5409729,-121.7372239,"+16268138274"
"FA0011197","IN-N-OUT BURGERS   #231  - WOODLAND","2011 BRONZE STAR DR","Woodland","CA",38.6702718,-121.7279639,"+15306661532"
"FA0003160","IN-N-OUT BURGERS #225","780 IKEA CT","West Sacramento","CA",38.591543,-121.5502494,"+16268138263"
"FA0016710","INDIA BAZAAR","1810 E MAIN ST STE 101","Woodland","CA",38.6769219,-121.7372907,"+15306623322"
"FA0016525","INDIA FOOD & SPICES","743 EAST","Woodland","CA",38.6711556,-121.7654462,"+15306618985"
"FA0007102","INDIA SPICES INC","825 EAST ST","Woodland","CA",38.6691554,-121.7645846,"+19163085691"
"FA0001484","INTERNATIONAL FOOD MARKET","1760 E 8TH ST","Davis","CA",38.5533858,-121.7304249,"+15307564262"
"FA0003215","JACK IN THE BOX  #3456","775 HARBOR POINTE PL","West Sacramento","CA",38.5907875,-121.5557113,"+19163748319"
"FA0003216","JACK IN THE BOX  #3457","2010 E MAIN ST","Woodland","CA",38.6765643,-121.7279154,"+15306691425"
"FA0001355","JACK IN THE BOX  #512","1200 E MAIN ST","Woodland","CA",38.6771134,-121.7648942,"+15306664374"
"FA0013747","JACK IN THE BOX #3465","3970 CR 89","Dunnigan","CA",38.8818796,-121.97112,"+15307244022"
"FA0001354","JACK IN THE BOX #467","337 G ST","Davis","CA",38.5458446,-121.739793,"+15307534564"
"FA0015669","JACK'S URBAN EATS","1321 W COVELL BLVD","Davis","CA",38.5609769,-121.7647563,""
"FA0016655","JACKPOT MARKET & DELI","615 EAST ST","Woodland","CA",38.6735207,-121.7652809,"+15306666240"
"FA0015907","JACKSON CATERING","1120 FULTON AVE","Sacramento","CA",38.5857089,-121.4005019,""
"FA0006356","JAMBA JUICE","2155 TOWN CENTER PLZ","West Sacramento","CA",38.5505862,-121.5386539,""
"FA0003541","JAMBA JUICE #153","1361 W COVELL BLVD","Davis","CA",38.5618694,-121.7645669,"+15307577050"
"FA0003634","JAMBA JUICE #153 - CATERING","1361 W COVELL BLVD","Davis","CA",38.5618694,-121.7645669,"+15307577050"
"FA0006299","JAMBA JUICE #622 - WDLD","1897 E GIBSON RD","Woodland","CA",38.6634855,-121.7393293,"+15304060486"
"FA0017388","JAMBA JUICE #624 - CATERING","2155 TOWN CENTER PLAZA","West Sacramento","CA",38.5505862,-121.5386539,"+19166172410"
"FA0014902","JIMBOY'S TACOS #315","85 W COURT ST","Woodland","CA",38.6784928,-121.7876636,"+15306613485"
"FA0014950","JINJU SUSHI","467 PIONEER AVE","Woodland","CA",38.6746175,-121.7463209,""
"FA0001527","JUDY'S GRINDER","286 W MAIN ST","Woodland","CA",38.6781263,-121.797367,"+15306628600"
"FA0017329","JUICEBOX DAVIS","1809 PICASSO AVE","Davis","CA",38.5647586,-121.728727,"+15307535282"
"FA0017973","JULIE CROSS","425 L SQ","Davis","CA",38.5477381,-121.7345805,"+15304846678"
"FA0003253","JUSCO JAPANESE RESTAURANT","228 G ST","Davis","CA",38.5445243,-121.7388504,"+15307502869"
"FA0015889","K 76 - RD 102","18430 CR 102","Woodland","CA",38.670955,-121.729221,"+15307921673"
"FA0014268","KABAB CORNER","1001 JEFFERSON BLVD","West Sacramento","CA",38.5752417,-121.5238581,"+19168792782"
"FA0015089","KAMBOJ OIL INC","45 15TH ST","West Sacramento","CA",38.5710924,-121.523954,"+19167530172"
"FA0001738","KATHMANDU KITCHEN","234 G ST","Davis","CA",38.5446676,-121.7388764,"+15307563507"
"FA0005363","KATHMANDU KITCHEN - CATERING","234 G ST","Davis","CA",38.5446676,-121.7388764,"+15303047740"
"FA0001529","KENNY'S BAR & GRILL","721 EAST ST","Woodland","CA",38.6711552,-121.7651183,"+15306623634"
"FA0003878","KENTUCKY FRIED CHICKEN - DVS  #149","1617 RESEARCH PARK DR","Davis","CA",38.5400973,-121.7326054,"+15307562400"
"FA0001429","KENTUCKY FRIED CHICKEN - W SAC #258","812 WEST ACRE RD","West Sacramento","CA",38.631773,-121.3760259,"+19163710570"
"FA0001903","KENTUCKY FRIED CHICKEN - WOODLAND","83 W MAIN ST","Woodland","CA",38.6772863,-121.7872644,"+15306621390"
"FA0011485","KETMOREE THAI RESTAURANT & BAR","238 G ST","Davis","CA",38.5447891,-121.7389153,"+15307592255"
"FA0002232","KHALSA FABRICS PLUS","2021 W CAPITOL AVE","West Sacramento","CA",38.579669,-121.5364875,"+19163724643"
"FA0015613","KIKKA @ WHOLE FOODS DAVIS","500 FIRST ST","Davis","CA",38.5411191,-121.7409417,"+15307502266"
"FA0001168","KIM'S ASIAN FOOD MART","628 4TH ST","Davis","CA",38.5457542,-121.7410918,"+15307535916"
"FA0001540","KING'S RESTAURANT","1500 W CAPITOL AVE","West Sacramento","CA",38.5808808,-121.5280433,"+19163718131"
"FA0002249","KNIGHTS LANDING GROCERY - FOOD","9518 LOCUST ST","Knights Landing","CA",38.7986909,-121.7211186,"+15307356613"
"FA0001535","KONDITOREI","2710 E 5TH ST","Davis","CA",38.5517858,-121.718301,"+15307581331"
"FA0009161","KOREMATSU ELEM","3100 LOYOLA DR","Davis","CA",38.55841,-121.709187,"+15307575358"
"FA0015768","KRISPY KREME #1045","768 IKEA CT","West Sacramento","CA",38.5904977,-121.5503265,"+19163727140"
"FA0016254","KRUSH BURGER","1411 W COVELL BLVD","Davis","CA",38.5624193,-121.7657087,""
"FA0000303","KWIK MART","1648 W CAPITOL AVE","West Sacramento","CA",38.5810221,-121.5303542,"+19163726028"
"FA0011034","KWIK STOP - FOOD","1001 SACRAMENTO AVE","West Sacramento","CA",38.5892755,-121.5278192,"+19163721581"
"FA0017725","L & Y CHINA BISTRO","2880 5TH ST","Davis","CA",38.5528833,-121.7138617,""
"FA0006720","LA AMISTAD - FOOD","36046 JEFFERSON BLVD","Clarksburg","CA",38.4136017,-121.5828077,"+19167441346"
"FA0001764","LA BODEGA BAKERY","36 MAIN ST","Winters","CA",38.521258,-121.969654,"+15307953324"
"FA0008619","LA FIESTA TAQUERIA","3023 W CAPITOL AVE","West Sacramento","CA",38.5791501,-121.5500821,"+19163727232"
"FA0001811","LA FOGATA & CANTEEN CLUB","906 MAIN ST","Woodland","CA",38.6774131,-121.7692956,"+15306625821"
"FA0002398","LA MEXICANA","106 MAIN ST","Winters","CA",38.5209451,-121.9705709,"+15307950338"
"FA0010370","LA MICHOACANA","2020 E MAIN ST","Woodland","CA",38.6767159,-121.7272433,"+15306611383"
"FA0002625","LA NORIA","1335-B MERKLEY AVE","West Sacramento","CA",38.5792061,-121.525008,"+19163748604"
"FA0004812","LA PASADITA","117 W MAIN ST","Woodland","CA",38.677012,-121.7894924,"+15306669711"
"FA0017325","LA PINATA MEXICAN GRILL","305 1ST STREET #A","Davis","CA",38.5417494,-121.7437442,"+15307505001"
"FA0002912","LA PLAZITA - MADISON","17780 CR 89","Madison","CA",38.6813236,-121.9673847,"+15306622517"
"FA0013110","LA ROCA","737 EAST ST","Woodland","CA",38.6712657,-121.7654448,"+15303831141"
"FA0014697","LA ROSA MEAT MARKET","1520 SACRAMENTO AVE","West Sacramento","CA",38.5909851,-121.538054,"+19163715676"
"FA0001578","LA SUPERIOR SUPERMERCADOS","34 W COURT ST","Woodland","CA",38.6801545,-121.7858511,"+19162753087"
"FA0002166","LAMPPOST PIZZA - DAVIS","1260 LAKE BLVD","Davis","CA",38.5539717,-121.7868437,"+15307581111"
"FA0016829","LAS BRASAS TACOS Y SALSAS","537-B MAIN ST","Woodland","CA",38.6775924,-121.7733957,"+153055455065"
"FA0002663","LAS ISLITAS OSTIONERIA #2-DUNN","4960 CR 99W","Dunnigan","CA",38.8674984,-121.9550323,"+15307240402"
"FA0004674","LAS ISLITAS OSTIONERIA-RESTAURANT","1527 EAST ST","Woodland","CA",38.660487,-121.7653626,"+15304061501"
"FA0013913","LAS MARACAS MEXICAN RESTAURANT","9540 LOCUST ST","Knights Landing","CA",38.79846,-121.721536,"+15307356333"
"FA0001867","LAS MILPAS","534 MAIN ST","Woodland","CA",38.6772412,-121.773399,"+15303012691"
"FA0016488","LAZI COW","407 G ST STE 4","Davis","CA",38.5464413,-121.740034,"+15307462088"
"FA0017080","LENISE'S CAFE","3150 JEFFERSON BLVD","West Sacramento","CA",38.5402928,-121.5492779,""
"FA0001552","LESTER FARMS BAKERY","606 RAILROAD AVE","Winters","CA",38.524525,-121.9707075,"+15307952693"
"FA0012722","LET THEM EAT CAKE","310 C ST","Davis","CA",38.5446361,-121.7434307,"+15307502253"
"FA0017883","LIGHTHOUSE BAR & GRILL","2125 W CAPITOL AVE","West Sacramento","CA",38.5796306,-121.5384147,"+19167437872"
"FA0002239","LIGHTHOUSE MARKET & DELI","500 C ST","West Sacramento","CA",38.5891435,-121.51324,"+19163717080"
"FA0001233","LITTLE CAESARS","825 JEFFERSON BLVD","West Sacramento","CA",38.579894,-121.525036,"+19163731408"
"FA0012044","LITTLE CAESARS - DAVIS","1340 E COVELL BLVD","Davis","CA",38.5607767,-121.7341442,"+15307587000"
"FA0006455","LITTLE CAESARS PIZZA","1861A GIBSON RD","Woodland","CA",38.6642414,-121.7403809,"+15306612300"
"FA0001234","LITTLE CAESARS PIZZA","68A W COURT ST","Woodland","CA",38.6793009,-121.7869554,"+15306624226"
"FA0001575","LORENZO'S TOWN & COUNTRY MARKET","121 E GRANT AVE","Winters","CA",38.5279814,-121.96595,"+15307953214"
"FA0001392","LOW COST LIQUORS","960 SACRAMENTO AVE","West Sacramento","CA",38.5892939,-121.524472,"+19163722337"
"FA0017348","LUCY'S MOBILE COMMISSARY #4JK4305","174 COLLEGE ST","Woodland","CA",38.68022,-121.774915,"+15305546175"
"FA0002078","LUDY'S MAIN STREET BAR B Q","667 MAIN ST","Woodland","CA",38.6776585,-121.7723839,"+15306664400"
"FA0001152","M & B PRODUCE","419 GRANT AVE","Winters","CA",38.5226093,-121.977405,"+15305546773"
"FA0017114","M & J FRESH JUICE","1264 E GIBSON RD","Woodland","CA",38.6608717,-121.7627486,"+15305548807"
"FA0012968","MAANAO THAI CUISINE","715 HARBOR POINTE PL","West Sacramento","CA",38.5910098,-121.5550661,"+19163931732"
"FA0017945","MADISON HIGH SCHOOL","17923 STEPHENS ST","Madison","CA",38.6786975,-121.9719557,"+15307873165"
"FA0014540","MAIN STREET CELLARS","9 E MAIN ST","Winters","CA",38.5224484,-121.9680325,"+15303048115"
"FA0005283","MAIN STREET MARKET FOOD & LIQUOR","2000 E MAIN ST","Woodland","CA",38.6765827,-121.7291541,"+15306681054"
"FA0008846","MANAS RANCH OLD STYLE MEAT MARKET","26797 HWY 16","Esparto","CA",38.6882465,-122.01391,"+15307871740"
"FA0016736","MANDRO TEAHOUSE","1260 LAKE BLVD","Davis","CA",38.5539717,-121.7868437,"+15106378902"
"FA0005930","MANNA","622 3RD ST","Davis","CA",38.5444734,-121.7406686,"+15307598888"
"FA0016526","MANNY'S PIZZA","638 COTTONWOOD ST","Woodland","CA",38.6725093,-121.794309,"+15307235577"
"FA0014260","MARIA'S CANTINA","306 6TH ST","Woodland","CA",38.6785599,-121.7669518,"+15304021540"
"FA0002682","MARIE'S DONUT SHOP","2308 W CAPITOL AVE","West Sacramento","CA",38.5798091,-121.540222,"+19163751534"
"FA0001282","MARINO'S LIQUORS","1091 JEFFERSON BLVD","West Sacramento","CA",38.5724757,-121.5235328,"+19163719331"
"FA0017017","MARISCOS EL PANTANO","425 EAST ST","Woodland","CA",38.6766105,-121.7650148,"+19162439335"
"FA0006946","MARQUERITE MONTGOMERY ELEM","1441 DANBURY CT","Davis","CA",38.5413839,-121.7163011,"+15307592186"
"FA0002095","MAXWELL ELEMENTARY SCHOOL","50 ASHLEY AVE","Woodland","CA",38.683943,-121.79905,"+15306621784"
"FA0014646","McDONALDS","2244 LAKE WASHINGTON BLVD","West Sacramento","CA",38.5568026,-121.5400819,"+19163726600"
"FA0005249","MCDONALDS","800 RIVERPOINT CIR","West Sacramento","CA",38.5911702,-121.5493958,"+19163769000"
"FA0001894","MCDONALDS  #1115","1700 W CAPITOL AVE","West Sacramento","CA",38.5807332,-121.531118,"+19163710136"
"FA0001482","MCDONALDS  #25600","2729 W CAPITOL AVE","West Sacramento","CA",38.5790249,-121.5482283,"+19163712212"
"FA0001453","MCDONALDS #25604","55 W COURT ST","Woodland","CA",38.6785308,-121.7866986,"+15306697012"
"FA0005545","MCDONALDS #29495","1720 E MAIN ST","Woodland","CA",38.6754298,-121.7410046,"+15306681011"
"FA0001562","MCDONALDS #4745","4444 CHILES RD","Davis","CA",38.5505951,-121.6973458,"+15307535001"
"FA0001452","MCDONALDS - MAIN ST","1500 E MAIN ST","Woodland","CA",38.6767265,-121.7503165,"+15306681011"
"FA0001400","MECCA CLUB","701 SUNSET AVE","West Sacramento","CA",38.593686,-121.5452147,"+19163710538"
"FA0017733","MEOW GEE","2880 5TH ST","Davis","CA",38.5528833,-121.7138617,"+15103250056"
"FA0015714","MERCADO LOCO","3049 W CAPITOL AVE","West Sacramento","CA",38.5791259,-121.5505835,"+19164524834"
"FA0015258","MERLINO'S FREEZE","400 BALLPARK DR","West Sacramento","CA",38.580536,-121.513575,"+19163764720"
"FA0005431","MERLINO'S FREEZE #1 - 1ST BASE","400 BALLPARK DR","West Sacramento","CA",38.580536,-121.513575,"+19163764711"
"FA0012975","MERLINO'S FREEZE #2 - 112","400 BALLPARK DR","West Sacramento","CA",38.580536,-121.513575,"+19163764712"
"FA0012959","MERLINO'S FREEZE #3 - 116","400 BALLPARK DR","West Sacramento","CA",38.580536,-121.513575,"+19163764712"
"FA0011873","MERMAID SUSHI","620 G ST","Davis","CA",38.5495808,-121.7398325,"+15307582667"
"FA0011879","MIKUNI RESTAURANT & SUSHI BAR","500 1ST ST","Davis","CA",38.5411191,-121.7409417,""
"FA0013761","MINI FOOD MART","316 6TH ST","West Sacramento","CA",38.5884422,-121.5142844,"+19163728217"
"FA0001817","MISHKAS CAFE","610 2ND ST","Davis","CA",38.5431294,-121.7405521,"+15307590811"
"FA0014890","MOJOS KITCHEN 428","428 FIRST ST","Woodland","CA",38.6766884,-121.7733958,"+15306610428"
"FA0002440","MONTOYA'S TAMALES - COMMISSARY","456 4TH ST","Woodland","CA",38.675825,-121.76984,"+15303122872"
"FA0017403","MORGAN'S ON MAIN","614 MAIN","Woodland","CA",38.6771848,-121.7725236,""
"FA0005608","MOSHI MOSHI","2120 COWELL BLVD","Davis","CA",38.5404302,-121.7232103,"+15307588889"
"FA0001636","MOUNTAIN MIKE'S PIZZA","2919 W CAPITOL AVE","West Sacramento","CA",38.57845,-121.5490811,"+19164193435"
"FA0006459","MR PICKLES SANDWICH SHOP","1801 E GIBSON RD","Woodland","CA",38.6630921,-121.740903,"+15304061704"
