"business_id","name","address","city","state","postal_code","latitude","longitude"
1473,"CHOP BAR COMMISSARY","344 THOMAS L BERKELEY WAY","Oakland","CA","94612",37.80840368,-122.26584071
1474,"CHOP BAR LLC","247 4TH ST","Oakland","CA","94607",37.79492161,-122.26909768
1475,"CHOPSTICK CHINESE RESTAURANT","328 14TH ST","Oakland","CA","94607",37.80329266,-122.26851363
1476,"CHOPSTICKS EXPRESS","4104 MACARTHUR BLVD","Oakland","CA","94619",37.78920959,-122.19648072
1477,"CHOT NHO CAFE","1625 INTERNATIONAL BLVD","Oakland","CA","94606",37.78828444,-122.24411633
1478,"CHOU MAMA'S KITCHEN","35201 NEWARK BLVD B","Newark","CA","94560",37.54962044,-122.04766152
1479,"CHOWHAUS","6118 MEDAU PL","Oakland","CA","94611",37.82704566,-122.2106183
1480,"CHOWKING RESTAURANT","31838 ALVARADO BLVD","Union City","CA","94587",37.5901499,-122.07039168
1481,"CHRISTENSEN MIDDLE SCHOOL","5757 HAGGIN OAKS AVE","Livermore","CA","94551",37.72652063,-121.72931048
1482,"CHRISTOPHER'S BURGERS","5295 COLLEGE AVE A","Oakland","CA","94618",37.83808447,-122.25131984
1483,"CHRISTOPHER'S NOTHING FANCY CAFE","1019 SAN PABLO AVE","Albany","CA","94706",37.88705988,-122.29785136
1484,"CHUBBY BURGERS","4796 THORNTON AVE","Fremont","CA","94536",37.54971732,-122.02032303
1485,"CHUBBY FREEZE","600 HEGENBERGER RD","Oakland","CA","94621",37.7452383,-122.19592808
1486,"CHUCK E CHEESE PIZZA","7448 AMADOR VALLEY BLVD","Dublin","CA","94568",37.70870205,-121.93159565
1487,"CHUCK E CHEESE'S","24039 HESPERIAN BLVD","Hayward","CA","94545",37.65241851,-122.1098789
1488,"CHUCK E CHEESE'S PIZZA","39839 MOWRY SCHOOL RD","Newark","CA","94560",37.51935214,-121.9935759
1489,"CHUCK & JOE'S","20451 REDWOOD RD","Castro Valley","CA","94546",37.69832201,-122.07396959
1490,"CHURCH'S CHICKEN #181","4155 TELEGRAPH AVE","Oakland","CA","94609",37.83066677,-122.26406443
1491,"CHURCH'S CHICKEN #186","1455 HIGH ST","Oakland","CA","94601",37.77303186,-122.21396892
1492,"CHURCH'S CHICKEN","345 E 18TH ST","Oakland","CA","94606",37.79943199,-122.25156349
1493,"CHURCH'S CHICKEN","390 W TENNYSON RD","Hayward","CA","94544",37.63292528,-122.06631149
1494,"CHURCH'S CHICKEN","7301 BANCROFT AVE","Oakland","CA","94621",37.76438492,-122.17511902
1495,"CHURCHWARD PUB","1515 PARK ST","Alameda","CA","94501",37.76583858,-122.24147306
1496,"CHUTNEY RESTAURANT","3352 MOWRY AVE","Fremont","CA","94538",37.55466146,-121.98338466
1497,"CIANTI'S RESTAURANT","436 MAIN ST","Pleasanton","CA","94566",37.65976597,-121.87621461
1498,"CICI'S ITALIAN RISTORANTE","37378 NILES BLVD","Fremont","CA","94536",37.5767248,-121.9779878
1499,"CIGARETTE CITY","20930 MISSION BLVD","Hayward","CA","94541",37.68435948,-122.09894969
1500,"CIGARETTE MAX","1267 WASHINGTON AVE","San Leandro","CA","94577",37.72501589,-122.15648978
1501,"CIGARETTES 4 LESS","25125 SANTA CLARA ST A","Hayward","CA","94545",37.64854297,-122.08971737
1502,"CIGARETTES FOR LESS","16104 E 14TH ST","San Leandro","CA","94578",37.69869077,-122.11916902
1503,"CIGARETTES OUTLET SMOKE SHOP","414 W HARDER RD","Hayward","CA","94544",37.64715331,-122.09168065
1504,"CILANTRO/ FATBURGER","1025 N VASCO RD","Livermore","CA","94551",37.71455222,-121.7242153
1505,"CILLE'S LIQUOR","8940 INTERNATIONAL BLVD","Oakland","CA","94621",37.75007385,-122.1747092
1506,"CINCO DE MAYO","3340 E 12TH ST","Oakland","CA","94601",37.77615688,-122.22428259
1507,"CINEGRAND THEATERS","39160 PASEO PADRE PKWY","Fremont","CA","94538",37.55315887,-121.98025032
1508,"CINEMA GRILL","2301 CENTRAL AVE","Alameda","CA","94501",37.76571064,-122.24624366
1509,"CINNABON","2477 STONERIDGE MALL RD","Pleasanton","CA","94588",37.69603402,-121.92954202
1510,"CINNABON","603 SOUTHLAND MALL","Hayward","CA","94545",37.65173473,-122.10567127
1511,"CINNABON #613","2086 NEWPARK MALL","Newark","CA","94560",37.52833979,-122.00141438
1512,"CINNAMON TREE CHINESE CUISINE","708 FRANKLIN ST","Oakland","CA","94607",37.79958808,-122.27262217
1513,"CIRCLE K/76 #2705191","449 HEGENBERGER RD","Oakland","CA","94621",37.73487527,-122.19761417
1514,"CIRCLE K/76 #2705443","15199 WASHINGTON AVE","San Leandro","CA","94579",37.68850749,-122.13906932
1515,"CIRCLE K/76 #2705748","6401 DUBLIN BLVD","Dublin","CA","94568",37.70438395,-121.91064763
1516,"CIRCLE K/76 #5734","2950 AUTO MALL PKWY","Fremont","CA","94538",37.51405231,-121.9428163
1517,"CIRCLE VICTORIA LIQUORS","593 VICTORIA CT","San Leandro","CA","94577",37.73631578,-122.15395634
1518,"CITRUS INDIAN FUSION","6830 VILLAGE PKWY","Dublin","CA","94568",37.70732151,-121.92478279
1519,"CITY BEACH","4020 TECHNOLOGY PL","Fremont","CA","94538",37.51018929,-121.9526714
1520,"CITY BISTRO","30162 INDUSTRIAL PKWY","Hayward","CA","94544",37.60987047,-122.06653379
1521,"CITY BISTRO","3979 TRUST WAY","Hayward","CA","94545",37.62426447,-122.12521038
1522,"CITY CENTER GRILL","1221 BROADWAY","Oakland","CA","94612",37.80335716,-122.27181226
1523,"CITY CENTER SUNDRIES","1300 CLAY ST","Oakland","CA","94612",37.80458734,-122.27402214
1524,"CITY CUP COFFEE","1259 JEFFERSON ST","Oakland","CA","94612",37.80490566,-122.27531411
1525,"CITY GOLF","3170 SANTA RITA RD","Pleasanton","CA","94566",37.69145986,-121.87697511
1526,"CITY GRILLE","1259 JEFFERSON ST B","Oakland","CA","94612",37.80490566,-122.27531411
1527,"CITY LIGHTS CAFE","2121 HARRISON ST","Oakland","CA","94612",37.80804346,-122.26435759
1528,"CITY LIQUORS","1411 165TH AVE","San Leandro","CA","94578",37.69439105,-122.11082883
1529,"CITY OF EMERYVILLE","1333 PARK ST","Emeryville","CA","94608",37.83138448,-122.28483354
1530,"CITY OF EMERYVILLE SENIOR CENTER","4321 SALEM ST","Emeryville","CA","94608",37.83414995,-122.27949561
1531,"CITY OF PLEASANTON-KEN MERCER SPORTS PARK","5800 PARKSIDE DR","Pleasanton","CA","94566",0,0
1532,"CITY TEAM MINISTRIES","722 WASHINGTON ST","Oakland","CA","94607",37.8001595,-122.27529995
1533,"CIUDAD AZTECA TAQUERIA","16240 FOOTHILL BLVD","San Leandro","CA","94578",37.70203003,-122.1099248
1534,"CIVIC CENTER CHEVRON","39707 PASEO PADRE PKWY","Fremont","CA","94538",37.54703908,-121.96854306
1535,"CIVIC CENTER SHELL","2001 DECOTO RD","Union City","CA","94587",37.58712805,-122.02172005
1536,"CIVICORPS ACADEMY","101 MYRTLE ST","Oakland","CA","94607",37.79935313,-122.28529317
1537,"CIVICORPS ELEMENTARY SCHOOL","1086 ALCATRAZ AVE","Oakland","CA","94608",37.84703723,-122.28434057
1538,"CJF AM PM","36974 FREMONT BLVD","Fremont","CA","94536",37.56117564,-122.01278982
1539,"CJ'S LIQUORS","4949 STEVENSON BLVD Q","Fremont","CA","94538",37.52987478,-121.98183435
1540,"CLAIM JUMPER","43330 PACIFIC CMN","Fremont","CA","94538",0,0
1541,"CLANCY'S ICE CREAM PARLOUR","1234 MANOR BLVD","San Leandro","CA","94578",37.69120452,-122.15422181
1542,"CLAREMONT COUNTRY CLUB","5295 BROADWAY TER","Oakland","CA","94618",37.83819394,-122.24674755
1543,"CLAREMONT DINER","6200 CLAREMONT AVE","Oakland","CA","94618",37.849733,-122.25201345
1544,"CLAREMONT HOTEL","41 TUNNEL RD","Oakland","CA","94705",37.85773504,-122.24279764
1545,"CLAREMONT MIDDLE SCHOOL","5750 COLLEGE AVE","Oakland","CA","94618",37.84582992,-122.25190351
1546,"CLAREMONT RESORT","41 TUNNEL RD","Oakland","CA","94705",37.85773008,-122.24278444
1547,"CLASSIC BURGERS","15927 HESPERIAN BLVD","San Lorenzo","CA","94580",37.68170754,-122.12826355
1548,"CLASSIC DINER","39403 FREMONT BLVD","Fremont","CA","94538",37.5453267,-121.98198966
1549,"CLASSIC GUILIN RICE NOODLES","261 10TH ST A","Oakland","CA","94607",37.79997005,-122.26887643
1550,"CLAY OVEN RESTAURANT AND BAR","2417 FIRST ST","Livermore","CA","94550",37.6829282,-121.76736605
1551,"CLEVELAND ELEMENTARY","745 CLEVELAND ST","Oakland","CA","94606",37.80422698,-122.24346346
1552,"CLIMAX SPORTS BAR","1680 WASHINGTON AVE","San Leandro","CA","94577",37.72143941,-122.15408254
1553,"CLIPPER CLUB","5 CAPTAIN DR","Emeryville","CA","94608",37.83752029,-122.30023
1554,"CLOROX","4900 JOHNSON DR","Pleasanton","CA","94588",37.69334747,-121.90668647
1555,"CLOUD 9 TEA HOUSE","20669 SANTA MARIA AVE","Castro Valley","CA","94546",37.69702094,-122.0783969
1556,"CLOVE & HOOF","4001 BROADWAY","Oakland","CA","94611",37.827071,-122.25699041
1557,"CLOVERLEAF BOWL PERKY'S PIZZA","40645 FREMONT BLVD","Fremont","CA","94538",37.53525618,-121.96336655
1558,"CLUB 21","2111 FRANKLIN ST","Oakland","CA","94612",37.80949499,-122.26683444
1559,"CLUB ANTON","428 3RD ST","Oakland","CA","94607",37.79662543,-122.27556376
1560,"CLUB CALIENTE","14572 E 14TH ST","San Leandro","CA","94578",37.70973194,-122.13492496
1561,"CLUB EL REY","5322 FOOTHILL BLVD","Oakland","CA","94601",37.7726408,-122.20047164
1562,"CLUB HOUSE","1215 PARK ST","Alameda","CA","94501",37.7615385,-122.24510314
1563,"CLUB MALLARD","752 SAN PABLO AVE","Albany","CA","94706",37.8950265,-122.30047566
1564,"CLUB SPORT FREMONT","46650 LANDING PKWY","Fremont","CA","94538",37.48465133,-121.94169537
1565,"CLUBSPORT PLEASANTON","7090 JOHNSON DR","Pleasanton","CA","94588",37.69564531,-121.91942954
1566,"CLUBSPORT SPORTS BAR","7090 JOHNSON DR","Pleasanton","CA","94588",37.69564531,-121.91942954
1567,"CLUBSPORT STUDIO CAFE","7090 JOHNSON DR","Pleasanton","CA","94588",37.69565029,-121.91944267
1568,"CLUB ZAMORA","16024 E 14TH ST","San Leandro","CA","94578",37.69858994,-122.11902321
1569,"C MINI MART & SUBWAY","6000 DOUGHERTY RD","Dublin","CA","94568",37.70618763,-121.91034164
1570,"COACH'S","40968 FREMONT BLVD","Fremont","CA","94538",37.53385231,-121.96076451
1571,"COACH SUSHI","532 GRAND AVE","Oakland","CA","94610",37.80885529,-122.25395213
1572,"COBBLESTONE COOKIES","2086 NEWPARK MALL","Newark","CA","94560",37.52833979,-122.00141438
1573,"COCINA MEXICO","55 W ANGELA ST","Pleasanton","CA","94566",37.65934926,-121.87565547
1574,"COCK-A-DOODLE CAFE","719 WASHINGTON ST","Oakland","CA","94607",37.80023207,-122.27529253
1575,"COCO-BOM","4707 FOOTHILL BLVD","Oakland","CA","94601",37.77284832,-122.20797314
1576,"COCO CABANA","4500 TASSAJARA RD C","Dublin","CA","94568",37.70681621,-121.87210535
1577,"COCO CAFE","1924 FRANKLIN ST","Oakland","CA","94612",37.80815252,-122.26726634
1578,"COCO CHICKEN","5010 MOWRY AVE","Fremont","CA","94538",37.53516927,-121.99933166
1579,"COCONUT HILL","46129 WARM SPRINGS BLVD","Fremont","CA","94539",37.4929395,-121.93120158
1580,"COCONUT HILL WAREHOUSE","46121 WARM SPRINGS BLVD","Fremont","CA","94539",37.49296277,-121.93121476
1581,"COCO'S","7505 DUBLIN BLVD","Dublin","CA","94568",37.70437913,-121.9288766
1582,"COCO'S RESTAURANT","20413 HESPERIAN BLVD","Hayward","CA","94541",37.66745354,-122.11923236
1583,"COCURRY THAI CUISINE","6180 JARVIS AVE A","Newark","CA","94560",37.54872491,-122.0492925
1584,"COFFEE ALI","3550 BERNAL AVE","Pleasanton","CA","94566",37.66188101,-121.85710849
1585,"COFFEE AND SNACK SHOP","5980 HORTON ST","Emeryville","CA","94608",37.84233884,-122.29178569
1586,"COFFEE AND TEA TRADERS","883 ISLAND DR","Alameda","CA","94502",37.736655,-122.23935475
1587,"COFFEE COMPANY","5424 SUNOL BLVD","Pleasanton","CA","94566",37.650282,-121.88043612
1588,"COFFEE MILL","3363 GRAND AVE","Oakland","CA","94610",37.81361368,-122.24662984
1589,"COFFEE TIME","2105 DOOLITTLE DR","San Leandro","CA","94577",37.70601989,-122.18098823
1590,"COFFEE WITH A BEAT","458 PERKINS ST","Oakland","CA","94610",37.80860314,-122.25627675
1591,"COLDSTONE CREAMERY","22503 MISSION BLVD","Hayward","CA","94541",37.67354478,-122.08562193
1592,"COLD STONE CREAMERY","24381 SOUTHLAND DR","Hayward","CA","94545",37.65289501,-122.1042561
1593,"COLD STONE CREAMERY","30985 COURTHOUSE DR","Union City","CA","94587",37.60255528,-122.06767532
1594,"COLD STONE CREAMERY","349 MAIN ST","Pleasanton","CA","94566",37.65937284,-121.87646883
1595,"COLD STONE CREAMERY #375","2252 LAS POSITAS","Livermore","CA","94551",37.69796787,-121.77153924
1596,"COLD STONE CREAMERY","39085 FREMONT HUB","Fremont","CA","94538",37.54760465,-121.98645618
1597,"COLD STONE CREAMERY","43562 CHRISTY ST","Fremont","CA","94538",37.4994765,-121.96204019
1598,"COLD STONE CREAMERY","4920 DUBLIN BLVD","Dublin","CA","94568",37.7061692,-121.88505537
1599,"COLE COFFEE","307 63RD ST","Oakland","CA","94618",37.8501518,-122.25366901
1600,"COLE COFFEE","6225 COLLEGE AVE","Oakland","CA","94618",37.84988837,-122.25235601
1601,"COLE'S MARKET","4277 FIRST ST","Pleasanton","CA","94566",37.66161639,-121.87157232
1602,"COLISEUM #146 VENDING ROOM","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1603,"COLISEUM 76","845 66TH AVE","Oakland","CA","94621",37.75639811,-122.20189096
1604,"COLISEUM CLUB LEVEL E21","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1605,"COLISEUM EAST #135","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1606,"COLISEUM EAST #135 STORAGE","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1607,"COLISEUM EAST #137","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1608,"COLISEUM EAST #137 JUMA VENTURES","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1609,"COLISEUM EAST #141","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1610,"COLISEUM EAST #143","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1611,"COLISEUM EAST #147","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1612,"COLISEUM EAST #149","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1613,"COLISEUM EAST #204 HOL-N-JAM","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1614,"COLISEUM EAST #240 BUFFET STRGE","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1615,"COLISEUM EAST #240 STAND EC#1","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1616,"COLISEUM EAST #244 STAND EC#2","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1617,"COLISEUM EAST #341","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1618,"COLISEUM EAST #342","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1619,"COLISEUM EAST #345","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1620,"COLISEUM EAST #348","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1621,"COLISEUM EAST #349","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1622,"COLISEUM EAST BAR #1 & STORAGE","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1623,"COLISEUM EAST BAR #2 & STORAGE","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1624,"COLISEUM EAST BAR #3","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1625,"COLISEUM EAST BAR #4","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1626,"COLISEUM EAST BP #139","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1627,"COLISEUM EAST BP #142","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1628,"COLISEUM EAST BP #145","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1629,"COLISEUM EAST BP #150","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1630,"COLISEUM EAST BP #202","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1631,"COLISEUM EAST BP #203","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1632,"COLISEUM EAST CLUB LEVEL PANTRY","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1633,"COLISEUM EAST KITCHEN MAIN LVL33","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1634,"COLISEUM EAST LOGE LEVEL PANTRY","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1635,"COLISEUM EAST PLAZA PANTRY","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1636,"COLISEUM-JUMA DREYERS SATELLITE","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1637,"COLISEUM-JUMA PEET'S COFFEE & TEA","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1638,"COLISEUM LOGE LEVEL E22","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1639,"COLISEUM PIZZA","8999 INTERNATIONAL BLVD","Oakland","CA","94621",37.74980826,-122.17454672
1640,"COLISEUM PLAZA LEVEL E20","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1641,"COLISEUM PUBLIC MARKET-MAIN STREET","5401 COLISEUM WAY","Oakland","CA","94601",37.76104273,-122.21117075
1642,"COLISEUM ROUND TABLE PIZZA V2","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1643,"COLISEUM ROUND TABLE PIZZA (VENDING)","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1644,"COLISEUM SHELL FOOD MART","540 HEGENBERGER RD","Oakland","CA","94621",37.74386208,-122.19602484
1645,"COLISEUM SWAP-CENTRAL(TRLR)CONCRS","5401 COLISEUM WAY","Oakland","CA","94601",37.76103777,-122.21115757
1646,"COLISEUM SWAP MEET-EAST(CONCOURSE)","5401 COLISEUM WAY","Oakland","CA","94601",37.76104273,-122.21117075
1647,"COLISEUM SWAP MEET-FRONT CONCOURSE","5401 COLISEUM WAY","Oakland","CA","94601",37.76103777,-122.21115757
1648,"COLISEUM SWAP MEET-WEST(CONCOURSE)","5401 COLISEUM WAY","Oakland","CA","94601",37.76104273,-122.21117075
1649,"COLISEUM WEST #101 POPPERS","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1650,"COLISEUM WEST #102","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1651,"COLISEUM WEST #103","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1652,"COLISEUM WEST #104","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1653,"COLISEUM WEST #104 RIBS N THINGS","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1654,"COLISEUM WEST #106 SNACK BAR","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1655,"COLISEUM WEST #107 SNACK BAR","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1656,"COLISEUM WEST #108 SNACK BAR","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1657,"COLISEUM WEST #111","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1658,"COLISEUM WEST #112","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1659,"COLISEUM WEST #113","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1660,"COLISEUM WEST #115 SNACK BAR","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1661,"COLISEUM WEST #116 SNACK BAR","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1662,"COLISEUM WEST #117 SNACK BAR","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1663,"COLISEUM WEST #118 SNACK BAR","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1664,"COLISEUM WEST #120 HOL-N-JAM LEMONADE CART #4127","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1665,"COLISEUM WEST #120 IRISH PUB","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1666,"COLISEUM WEST #120 RIBS N THINGS","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1667,"COLISEUM WEST #121","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1668,"COLISEUM WEST #122","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1669,"COLISEUM WEST #123","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1670,"COLISEUM WEST #126","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1671,"COLISEUM WEST #128","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1672,"COLISEUM WEST #130 RIBS N THINGS","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1673,"COLISEUM WEST #131","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1674,"COLISEUM WEST #132","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1675,"COLISEUM WEST #133 POPPERS","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1676,"COLISEUM WEST #204","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1677,"COLISEUM WEST #205 SAUSAGE CART","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1678,"COLISEUM WEST #207","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1679,"COLISEUM WEST #211","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1680,"COLISEUM WEST #219","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1681,"COLISEUM WEST #220 BAR","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1682,"COLISEUM WEST #220 PANTRY #6","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1683,"COLISEUM WEST #222 STE PANTRY #2","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1684,"COLISEUM WEST #223 SNACK BAR","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1685,"COLISEUM WEST #227","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1686,"COLISEUM WEST #227 HOL-N-JAM","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1687,"COLISEUM WEST #230","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1688,"COLISEUM WEST #233 PLANET POPCORN","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1689,"COLISEUM WEST #313","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1690,"COLISEUM WEST #316","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1691,"COLISEUM WEST #318","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1692,"COLISEUM WEST #318 PLANET POPCORN","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1693,"COLISEUM WEST #321","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1694,"COLISEUM WEST BAR #124","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1695,"COLISEUM WEST BP #102","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1696,"COLISEUM WEST BP #104","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1697,"COLISEUM WEST BP #112","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1698,"COLISEUM WEST BP #114","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1699,"COLISEUM WEST BP #122","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1700,"COLISEUM WEST BP #129","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1701,"COLISEUM WEST BP #130","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1702,"COLISEUM WEST BP #132","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1703,"COLISEUM WEST BP #208","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1704,"COLISEUM WEST BP #226","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1705,"COLISEUM WEST BP #230","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1706,"COLISEUM WEST BP #231","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1707,"COLISEUM WEST BP #232","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1708,"COLISEUM WEST BP #311","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1709,"COLISEUM WEST BP #314","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1710,"COLISEUM WEST BP #317","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1711,"COLISEUM WEST BP #321","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1712,"COLISEUM WEST CLUB BAR","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1713,"COLISEUM WEST CLUB KITCHEN","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1714,"COLISEUM WEST GASTRO PUB","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1715,"COLISEUM WEST MAIN KITCHEN","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1716,"COLISEUM WEST SIDE CLUB THE KITCHEN","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1717,"COLISEUM WEST V1","7000 COLISEUM WAY","Oakland","CA","94621",37.7515822,-122.20616593
1718,"COLISEUM WEST V3","7000 COLISEUM WAY","Oakland","CA","94621",0,0
1719,"COLISEUM WEST W SIDE KEG COOLER","7000 COLISEUM WAY","Oakland","CA","94621",37.75158716,-122.20617911
1720,"COLLEGE AVE BURRITO","3843 CASTRO VALLEY BLVD","Castro Valley","CA","94546",37.69329537,-122.06721282
1721,"COLLEGE AVE BURRITO SHOP","5359 COLLEGE AVE B","Oakland","CA","94618",37.83881319,-122.25133782
1722,"COLLEGE OF ALAMEDA BOOKSTORE","555 ATLANTIC AVE F","Alameda","CA","94501",37.77982851,-122.28066227
1723,"COLLEGE OF ALAMEDA HEAD START","555 ATLANTIC AVE","Alameda","CA","94501",37.77982851,-122.28066227
1724,"COLLEGE OF ALAMEDA HEAD START","555 RALPH APPEZZATO MEMORIAL PKWY","Alameda","CA","94501",24.77031928,175.22815292
1725,"COLLEGE POINT CAFE","5254 COLLEGE AVE","Oakland","CA","94618",37.83776659,-122.25127639
