"business_id","date","description"
"FA0001621","20120125","Food separated and protected"
"FA0001621","20120125","Adequate handwashing facilities supplied & accessi"
"FA0001621","20100914","Food separated and protected"
"FA0001621","20091109","Proper hot and cold holding temperatures"
"FA0001621","20091109","Proper cooling methods"
"FA0001621","20091109","Hands clean and properly washed gloves used prope"
"FA0001621","20091020","Proper hot and cold holding temperatures"
"FA0001621","20091020","Adequate handwashing facilities supplied & accessi"
"FA0001621","20091020","Food contact surfaces: clean and sanitized"
"FA0001621","20090812","Wiping cloths: properly used and stored"
"FA0001621","20090812","No rodents, insects, birds, or animals"
"FA0001621","20090812","Food contact surfaces: clean and sanitized"
"FA0001621","20090812","Signs posted last inspection report available"
"FA0001621","20090812","Food separated and protected"
"FA0001621","20090211","Food separated and protected"
"FA0001621","20090211","Warewashing facilities: installed, maintained, use"
"FA0001621","20090211","Adequate handwashing facilities supplied & accessi"
"FA0001627","20160129","Food contact surfaces: clean and sanitized"
"FA0001627","20160129","Nonfood-contact surfaces clean"
"FA0001627","20160129","Warewashing facilities: installed, maintained, used; test strips"
"FA0001627","20160129","Demonstration of knowledge food manager certification"
"FA0001627","20150206","Plumbing proper backflow devices"
"FA0001627","20150206","Floors, walls and ceilings: built, maintained, and clean"
"FA0001627","20150206","Demonstration of knowledge food manager certification"
"FA0001627","20150206","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0001627","20130617","Floors, walls and ceilings: built, maintained, and clean"
"FA0001627","20130617","Demonstration of knowledge food manager certification"
"FA0001627","20130617","Food contact surfaces: clean and sanitized"
"FA0001627","20120216","Plan Review"
"FA0001627","20120216","Toilet facilities: properly constructed, supplied,"
"FA0001627","20110418","Plumbing proper backflow devices"
"FA0001627","20110418","Permits Available"
"FA0001627","20110418","Adequate ventilation and lighting designated area"
"FA0001627","20110418","Adequate handwashing facilities supplied & accessi"
"FA0001627","20110418","Floors, walls and ceilings: built, maintained, and"
"FA0001627","20110418","Warewashing facilities: installed, maintained, use"
"FA0001628","20151119","Nonfood-contact surfaces clean"
"FA0001628","20151119","Floors, walls and ceilings: built, maintained, and clean"
"FA0001628","20150225","Nonfood-contact surfaces clean"
"FA0001628","20150225","Plumbing proper backflow devices"
"FA0001628","20150225","Proper cooling methods"
"FA0001628","20150225","Time as a public health control procedures & records"
"FA0001628","20120130","Approved thawing methods used, frozen food"
"FA0001628","20120130","Hot and cold water available"
"FA0001628","20111019","Equipment, utensils and linens: storage and use"
"FA0001628","20110214","Proper hot and cold holding temperatures"
"FA0001628","20100914","Proper cooling methods"
"FA0001628","20100914","Thermometers provided and accurate"
"FA0001628","20100914","Food contact surfaces: clean and sanitized"
"FA0001628","20100914","Demonstration of knowledge food manager certifica"
"FA0001628","20091016","Toxic substances properly identified, stored, used"
"FA0001628","20080523","Signs posted last inspection report available"
"FA0001636","20160303","Adequate ventilation and lighting designated area, use"
"FA0001636","20160303","Toilet facilities: properly constructed, supplied, cleaned"
"FA0001636","20160303","Food storage food storage containers identified"
"FA0001636","20160303","Floors, walls and ceilings: built, maintained, and clean"
"FA0001636","20160303","Warewashing facilities: installed, maintained, used; test strips"
"FA0001636","20150806","Food storage food storage containers identified"
"FA0001636","20150806","Premises personal/cleaning items vermin-proofing"
"FA0001636","20150806","Adequate handwashing facilities supplied & accessible"
"FA0001636","20150806","Signs posted last inspection report available"
"FA0001636","20150806","Proper hot and cold holding temperatures"
"FA0001636","20150806","Floors, walls and ceilings: built, maintained, and clean"
"FA0001636","20141030","Floors, walls and ceilings: built, maintained, and clean"
"FA0001636","20141030","Proper hot and cold holding temperatures"
"FA0001636","20141030","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0001636","20141030","Equipment, utensils and linens: storage and use"
"FA0001636","20141030","Plumbing proper backflow devices"
"FA0001636","20131209","Floors, walls and ceilings: built, maintained, and clean"
"FA0001636","20131209","Adequate handwashing facilities supplied & accessible"
"FA0001636","20131209","Plumbing proper backflow devices"
"FA0001636","20120124","Food storage food storage containers identified"
"FA0001636","20111118","Floors, walls and ceilings: built, maintained, and"
"FA0001636","20111118","Equipment/Utensils - approved installed clean g"
"FA0001636","20100719","Thermometers provided and accurate"
"FA0001636","20100719","Food separated and protected"
"FA0001636","20080303","Food separated and protected"
"FA0001636","20080117","Warewashing facilities: installed, maintained, use"
"FA0001636","20080117","Floors, walls and ceilings: built, maintained, and"
"FA0001636","20080117","Demonstration of knowledge food manager certifica"
"FA0001636","20080117","Food separated and protected"
"FA0001655","20160115","Proper hot and cold holding temperatures"
"FA0001655","20160115","Nonfood-contact surfaces clean"
"FA0001655","20160115","Hot and cold water available"
"FA0001655","20141204","Hot and cold water available"
"FA0001655","20111012","Hot and cold water available"
"FA0001655","20100212","Proper hot and cold holding temperatures"
"FA0001668","20160512","Proper hot and cold holding temperatures"
"FA0001668","20160512","Hands clean and properly washed gloves used properly"
"FA0001668","20160512","Floors, walls and ceilings: built, maintained, and clean"
"FA0001668","20160512","Thermometers provided and accurate"
"FA0001668","20160512","Food in good condition, safe and unadulterated"
"FA0001668","20160512","Food separated and protected"
"FA0001668","20151009","Floors, walls and ceilings: built, maintained, and clean"
"FA0001668","20151009","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0001668","20151009","Proper hot and cold holding temperatures"
"FA0001668","20151009","Hot and cold water available"
"FA0001668","20150317","Premises personal/cleaning items vermin-proofing"
"FA0001668","20150317","Proper hot and cold holding temperatures"
"FA0001668","20150317","Food separated and protected"
"FA0001668","20150317","Nonfood-contact surfaces clean"
"FA0001668","20150317","Food contact surfaces: clean and sanitized"
"FA0001668","20140916","Wiping cloths: properly used and stored"
"FA0001668","20140916","Warewashing facilities: installed, maintained, used; test strips"
"FA0001668","20140916","Plumbing proper backflow devices"
"FA0001668","20140916","Floors, walls and ceilings: built, maintained, and clean"
"FA0001668","20140916","Nonfood-contact surfaces clean"
"FA0001668","20130628","Premises personal/cleaning items vermin-proofing"
"FA0001668","20110321","Proper hot and cold holding temperatures"
"FA0001668","20110321","Food storage food storage containers identified"
"FA0001668","20101025","Adequate ventilation and lighting designated area"
"FA0001668","20101025","Thermometers provided and accurate"
"FA0001668","20101025","Warewashing facilities: installed, maintained, use"
"FA0001668","20101025","Floors, walls and ceilings: built, maintained, and"
"FA0001668","20101025","Proper hot and cold holding temperatures"
"FA0001668","20091112","Food storage food storage containers identified"
"FA0001668","20091112","Equipment/Utensils - approved installed clean g"
"FA0001668","20091112","Premises personal/cleaning items vermin-proofing"
"FA0001668","20080227","Compliance with variance, specialized process, & H"
"FA0001668","20080220","Garbage and refuse properly disposed facilities m"
"FA0001668","20080220","Equipment/Utensils - approved installed clean g"
"FA0001668","20080220","Food storage food storage containers identified"
"FA0001668","20080220","Signs posted last inspection report available"
"FA0001668","20080220","Toxic substances properly identified, stored, used"
"FA0001668","20080220","Thermometers provided and accurate"
"FA0001668","20080220","Food properly labeled & honestly presented"
"FA0001668","20080220","Food separated and protected"
"FA0001668","20080220","Food in good condition, safe and unadulterated"
"FA0001669","20160113","Thermometers provided and accurate"
"FA0001669","20160113","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0001669","20160113","Proper cooling methods"
"FA0001669","20160113","Warewashing facilities: installed, maintained, used; test strips"
"FA0001669","20160113","Proper hot and cold holding temperatures"
"FA0001669","20160113","Food in good condition, safe and unadulterated"
"FA0001669","20150626","Food contact surfaces: clean and sanitized"
"FA0001669","20150626","Plumbing proper backflow devices"
"FA0001669","20150626","Floors, walls and ceilings: built, maintained, and clean"
"FA0001669","20150626","Nonfood-contact surfaces clean"
"FA0001669","20150106","Floors, walls and ceilings: built, maintained, and clean"
"FA0001669","20150106","Premises personal/cleaning items vermin-proofing"
"FA0001669","20150106","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0001669","20140604","Proper hot and cold holding temperatures"
"FA0001669","20140604","Food contact surfaces: clean and sanitized"
"FA0001669","20120126","Plumbing proper backflow devices"
"FA0001669","20090421","Food separated and protected"
"FA0001669","20090421","Adequate ventilation and lighting designated area"
"FA0001669","20080505","Adequate ventilation and lighting designated area"
"FA0001669","20080505","Warewashing facilities: installed, maintained, use"
"FA0001669","20080505","Adequate handwashing facilities supplied & accessi"
"FA0001669","20080505","Hot and cold water available"
"FA0001675","20160411","Proper hot and cold holding temperatures"
"FA0001675","20160411","Food separated and protected"
"FA0001675","20160411","Premises personal/cleaning items vermin-proofing"
"FA0001675","20160411","Demonstration of knowledge food manager certification"
"FA0001675","20160411","Floors, walls and ceilings: built, maintained, and clean"
"FA0001675","20160411","Warewashing facilities: installed, maintained, used; test strips"
"FA0001675","20160411","Nonfood-contact surfaces clean"
"FA0001675","20150617","Food in good condition, safe and unadulterated"
"FA0001675","20150617","Nonfood-contact surfaces clean"
"FA0001675","20150617","Food contact surfaces: clean and sanitized"
"FA0001675","20150617","Signs posted last inspection report available"
"FA0001675","20150617","Floors, walls and ceilings: built, maintained, and clean"
"FA0001675","20150617","Toilet facilities: properly constructed, supplied, cleaned"
"FA0001675","20141124","No rodents, insects, birds, or animals"
"FA0001675","20141124","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0001675","20141124","Proper hot and cold holding temperatures"
"FA0001675","20140611","Proper hot and cold holding temperatures"
"FA0001675","20140611","Proper hot and cold holding temperatures"
"FA0001675","20131017","Floors, walls and ceilings: built, maintained, and clean"
"FA0001675","20131017","Adequate handwashing facilities supplied & accessible"
"FA0001675","20130410","Food contact surfaces: clean and sanitized"
"FA0001675","20121010","Proper hot and cold holding temperatures"
"FA0001675","20120207","Adequate handwashing facilities supplied & accessi"
"FA0001675","20111014","Equipment/Utensils - approved installed clean g"
"FA0001675","20111014","Proper hot and cold holding temperatures"
"FA0001675","20111014","Premises personal/cleaning items vermin-proofing"
"FA0001675","20110204","Adequate ventilation and lighting designated area"
"FA0001675","20110204","Wiping cloths: properly used and stored"
"FA0001675","20100928","Signs posted last inspection report available"
"FA0001675","20100928","Toilet facilities: properly constructed, supplied,"
"FA0001675","20081217","Plumbing proper backflow devices"
"FA0001675","20081217","Floors, walls and ceilings: built, maintained, and"
"FA0001675","20081217","Toilet facilities: properly constructed, supplied,"
"FA0001675","20081217","Nonfood-contact surfaces clean"
"FA0001675","20081217","Demonstration of knowledge food manager certifica"
"FA0001681","20160111","Floors, walls and ceilings: built, maintained, and clean"
"FA0001681","20160111","No rodents, insects, birds, or animals"
"FA0001681","20131220","Premises personal/cleaning items vermin-proofing"
"FA0001681","20131220","Food storage food storage containers identified"
"FA0001681","20131220","Adequate ventilation and lighting designated area, use"
"FA0001681","20131220","Floors, walls and ceilings: built, maintained, and clean"
"FA0001681","20131220","Signs posted last inspection report available"
"FA0001681","20131220","Nonfood-contact surfaces clean"
"FA0001681","20121101","Floors, walls and ceilings: built, maintained, and"
"FA0001681","20121101","Adequate ventilation and lighting designated area"
"FA0001681","20121101","Garbage and refuse properly disposed facilities m"
"FA0001681","20120127","Toilet facilities: properly constructed, supplied,"
"FA0001687","20151002","Floors, walls and ceilings: built, maintained, and clean"
"FA0001687","20150304","Proper cooking time & temperatures"
"FA0001687","20140908","Floors, walls and ceilings: built, maintained, and clean"
"FA0001687","20140908","Hot and cold water available"
"FA0001687","20110218","Adequate handwashing facilities supplied & accessi"
"FA0001687","20101008","Thermometers provided and accurate"
"FA0001687","20101008","Proper hot and cold holding temperatures"
"FA0001687","20090102","Food contact surfaces: clean and sanitized"
"FA0001687","20090102","Equipment, utensils and linens: storage and use"
"FA0001687","20080307","Garbage and refuse properly disposed facilities m"
"FA0001687","20080307","Premises personal/cleaning items vermin-proofing"
"FA0001687","20070926","Plumbing proper backflow devices"
"FA0001687","20070926","Floors, walls and ceilings: built, maintained, and"
"FA0001687","20070926","No rodents, insects, birds, or animals"
"FA0001687","20070926","Signs posted last inspection report available"
"FA0001687","20070926","Food separated and protected"
"FA0001691","20151119","Demonstration of knowledge food manager certification"
"FA0001691","20151119","Floors, walls and ceilings: built, maintained, and clean"
"FA0001691","20151119","Food in good condition, safe and unadulterated"
"FA0001691","20151119","Thermometers provided and accurate"
"FA0001691","20151119","Adequate handwashing facilities supplied & accessible"
"FA0001691","20150318","Proper hot and cold holding temperatures"
"FA0001691","20150318","Premises personal/cleaning items vermin-proofing"
"FA0001691","20150318","Hot and cold water available"
"FA0001691","20150318","Warewashing facilities: installed, maintained, used; test strips"
"FA0001691","20150318","Demonstration of knowledge food manager certification"
"FA0001691","20141009","Nonfood-contact surfaces clean"
"FA0001691","20141009","Proper hot and cold holding temperatures"
"FA0001691","20141009","Warewashing facilities: installed, maintained, used; test strips"
"FA0001691","20141009","No rodents, insects, birds, or animals"
"FA0001691","20120712","Approved thawing methods used, frozen food"
"FA0001691","20120712","Thermometers provided and accurate"
"FA0001691","20120712","Nonfood-contact surfaces clean"
"FA0001691","20120712","Person in charge present and performs duties"
"FA0001691","20120712","Equipment/Utensils - approved installed clean g"
"FA0001691","20110118","Adequate ventilation and lighting designated area"
"FA0001691","20090102","Equipment/Utensils - approved installed clean g"
"FA0001691","20090102","Garbage and refuse properly disposed facilities m"
"FA0001691","20090102","Food storage food storage containers identified"
"FA0001691","20071119","Proper eating, tasting, drinking or tobacco use"
"FA0001691","20071119","Floors, walls and ceilings: built, maintained, and"
"FA0001691","20071119","Food separated and protected"
"FA0001691","20071119","Adequate ventilation and lighting designated area"
"FA0001691","20071119","Adequate handwashing facilities supplied & accessi"
"FA0001691","20071119","Hands clean and properly washed gloves used prope"
"FA0001691","20071119","Premises personal/cleaning items vermin-proofing"
"FA0001691","20071119","No rodents, insects, birds, or animals"
"FA0001691","20071119","Person in charge present and performs duties"
"FA0001691","20071119","Nonfood-contact surfaces clean"
"FA0001691","20071119","Warewashing facilities: installed, maintained, use"
"FA0001691","20071119","Equipment/Utensils - approved installed clean g"
"FA0001691","20071119","Garbage and refuse properly disposed facilities m"
"FA0001691","20071119","Food in good condition, safe and unadulterated"
"FA0001716","20160421","Plumbing proper backflow devices"
"FA0001716","20160421","Food contact surfaces: clean and sanitized"
"FA0001716","20151008","Thermometers provided and accurate"
"FA0001716","20151008","Food contact surfaces: clean and sanitized"
"FA0001716","20150224","Warewashing facilities: installed, maintained, used; test strips"
"FA0001716","20131210","Warewashing facilities: installed, maintained, used; test strips"
"FA0001716","20110111","Signs posted last inspection report available"
"FA0001716","20081208","Warewashing facilities: installed, maintained, use"
"FA0001720","20150410","No rodents, insects, birds, or animals"
"FA0001720","20140923","No rodents, insects, birds, or animals"
"FA0001720","20140923","Hot and cold water available"
"FA0001721","20160510","Signs posted last inspection report available"
"FA0001721","20160510","Demonstration of knowledge food manager certification"
"FA0001721","20160510","Thermometers provided and accurate"
"FA0001721","20141021","Demonstration of knowledge food manager certification"
"FA0001721","20141021","Food contact surfaces: clean and sanitized"
"FA0001721","20131010","Hot and cold water available"
"FA0001721","20131007","Demonstration of knowledge food manager certification"
"FA0001721","20131007","Hot and cold water available"
"FA0001721","20121107","Demonstration of knowledge food manager certifica"
"FA0001721","20121107","Warewashing facilities: installed, maintained, use"
"FA0001721","20101021","Demonstration of knowledge food manager certifica"
"FA0001721","20090924","Adequate handwashing facilities supplied & accessi"
"FA0001721","20080407","Demonstration of knowledge food manager certifica"
"FA0001722","20151116","Premises personal/cleaning items vermin-proofing"
"FA0001722","20131007","Floors, walls and ceilings: built, maintained, and clean"
"FA0001722","20121109","Adequate ventilation and lighting designated area"
"FA0001722","20121109","Premises personal/cleaning items vermin-proofing"
"FA0001722","20120312","Premises personal/cleaning items vermin-proofing"
"FA0001722","20120312","No rodents, insects, birds, or animals"
"FA0001722","20100913","Adequate handwashing facilities supplied & accessi"
"FA0001722","20100913","Proper hot and cold holding temperatures"
"FA0001722","20081230","Thermometers provided and accurate"
"FA0001722","20081230","Plan Review"
"FA0001723","20151211","Food separated and protected"
"FA0001723","20131217","Premises personal/cleaning items vermin-proofing"
"FA0001723","20131217","Floors, walls and ceilings: built, maintained, and clean"
"FA0001723","20130605","Adequate ventilation and lighting designated area"
"FA0001723","20130605","Demonstration of knowledge food manager certifica"
"FA0001723","20130605","Adequate handwashing facilities supplied & accessi"
"FA0001723","20120305","Adequate ventilation and lighting designated area"
"FA0001723","20120305","Adequate handwashing facilities supplied & accessi"
"FA0001723","20110609","Food contact surfaces: clean and sanitized"
"FA0001723","20110609","Thermometers provided and accurate"
"FA0001723","20110609","Premises personal/cleaning items vermin-proofing"
"FA0001723","20110609","Wiping cloths: properly used and stored"
"FA0001723","20110609","Adequate handwashing facilities supplied & accessi"
"FA0001723","20101216","Proper cooling methods"
"FA0001723","20101216","Toilet facilities: properly constructed, supplied,"
"FA0001723","20101216","Wiping cloths: properly used and stored"
"FA0001723","20090211","Proper cooling methods"
"FA0001723","20080307","Floors, walls and ceilings: built, maintained, and"
"FA0001729","20160308","Floors, walls and ceilings: built, maintained, and clean"
"FA0001729","20160308","Equipment, utensils and linens: storage and use"
"FA0001729","20150227","Proper hot and cold holding temperatures"
"FA0001729","20150227","Food separated and protected"
"FA0001729","20150227","Demonstration of knowledge food manager certification"
"FA0001729","20150227","Nonfood-contact surfaces clean"
"FA0001729","20150227","Food contact surfaces: clean and sanitized"
"FA0001729","20140821","Proper hot and cold holding temperatures"
"FA0001729","20140821","Thermometers provided and accurate"
"FA0001729","20140821","Proper cooling methods"
"FA0001729","20140821","Nonfood-contact surfaces clean"
"FA0001729","20131016","Food in good condition, safe and unadulterated"
"FA0001729","20131016","Floors, walls and ceilings: built, maintained, and clean"
"FA0001729","20131016","Proper hot and cold holding temperatures"
"FA0001729","20131016","Equipment, utensils and linens: storage and use"
"FA0001729","20131016","Nonfood-contact surfaces clean"
"FA0001729","20131016","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0001729","20131016","Food separated and protected"
"FA0001729","20131016","Food contact surfaces: clean and sanitized"
"FA0001729","20131016","Food storage food storage containers identified"
"FA0001729","20131016","Sewage and wastewater properly disposed"
"FA0001729","20131016","Premises personal/cleaning items vermin-proofing"
"FA0001729","20130424","Premises personal/cleaning items vermin-proofing"
"FA0001729","20130424","Equipment/Utensils - approved installed clean g"
"FA0001729","20130424","Sewage and wastewater properly disposed"
"FA0001729","20130424","Proper hot and cold holding temperatures"
"FA0001729","20130424","Demonstration of knowledge food manager certifica"
"FA0001729","20121009","Equipment/Utensils - approved installed clean g"
"FA0001729","20121009","Food separated and protected"
"FA0001729","20121009","Thermometers provided and accurate"
"FA0001729","20121009","Sewage and wastewater properly disposed"
"FA0001729","20121009","Demonstration of knowledge food manager certifica"
"FA0001729","20121009","Adequate handwashing facilities supplied & accessi"
"FA0001729","20121009","Warewashing facilities: installed, maintained, use"
"FA0001729","20120229","Proper hot and cold holding temperatures"
"FA0001729","20120229","Thermometers provided and accurate"
"FA0001729","20120229","Nonfood-contact surfaces clean"
"FA0001729","20120229","Equipment, utensils and linens: storage and use"
"FA0001729","20120229","Floors, walls and ceilings: built, maintained, and"
"FA0001729","20120229","Demonstration of knowledge food manager certifica"
"FA0001729","20120229","Adequate handwashing facilities supplied & accessi"
"FA0001729","20110201","Floors, walls and ceilings: built, maintained, and"
"FA0001729","20110201","Proper hot and cold holding temperatures"
"FA0001729","20110201","Demonstration of knowledge food manager certifica"
"FA0001729","20110201","Wiping cloths: properly used and stored"
"FA0001729","20110201","Proper eating, tasting, drinking or tobacco use"
"FA0001729","20101104","Food contact surfaces: clean and sanitized"
"FA0001729","20101104","Demonstration of knowledge food manager certifica"
"FA0001729","20101104","Wiping cloths: properly used and stored"
"FA0001729","20101104","Proper hot and cold holding temperatures"
"FA0001729","20100325","Floors, walls and ceilings: built, maintained, and"
"FA0001729","20100325","Warewashing facilities: installed, maintained, use"
"FA0001729","20100325","Food contact surfaces: clean and sanitized"
"FA0001729","20090401","Nonfood-contact surfaces clean"
"FA0001729","20090401","Premises personal/cleaning items vermin-proofing"
"FA0001729","20090401","Wiping cloths: properly used and stored"
"FA0001729","20090326","Nonfood-contact surfaces clean"
"FA0001729","20090326","Wiping cloths: properly used and stored"
"FA0001730","20160211","Signs posted last inspection report available"
"FA0001730","20160211","Thermometers provided and accurate"
"FA0001730","20160211","Premises personal/cleaning items vermin-proofing"
"FA0001730","20160211","Food storage food storage containers identified"
"FA0001730","20160211","Hands clean and properly washed gloves used properly"
"FA0001730","20160211","Proper hot and cold holding temperatures"
"FA0001730","20150325","Floors, walls and ceilings: built, maintained, and clean"
"FA0001730","20150325","Plumbing proper backflow devices"
"FA0001730","20150325","Nonfood-contact surfaces clean"
"FA0001730","20150325","Food separated and protected"
"FA0001730","20150325","Food contact surfaces: clean and sanitized"
"FA0001730","20140923","Premises personal/cleaning items vermin-proofing"
"FA0001730","20140923","Plumbing proper backflow devices"
"FA0001730","20140923","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0001730","20140923","Equipment, utensils and linens: storage and use"
"FA0001730","20140923","Wiping cloths: properly used and stored"
"FA0001730","20140923","Food contact surfaces: clean and sanitized"
"FA0001730","20140305","Proper hot and cold holding temperatures"
"FA0001730","20130724","Wiping cloths: properly used and stored"
"FA0001730","20130724","Premises personal/cleaning items vermin-proofing"
"FA0001730","20130724","Proper hot and cold holding temperatures"
"FA0001730","20130724","Food contact surfaces: clean and sanitized"
"FA0001730","20121219","Food separated and protected"
"FA0001730","20121219","Permits Available"
"FA0001730","20121219","Proper hot and cold holding temperatures"
"FA0001730","20121219","Wiping cloths: properly used and stored"
"FA0001730","20121219","Food contact surfaces: clean and sanitized"
"FA0001730","20120314","Approved thawing methods used, frozen food"
"FA0001730","20120314","Floors, walls and ceilings: built, maintained, and"
"FA0001730","20120314","Proper hot and cold holding temperatures"
"FA0001730","20111025","Proper hot and cold holding temperatures"
"FA0001730","20110627","Floors, walls and ceilings: built, maintained, and"
"FA0001730","20110627","Adequate ventilation and lighting designated area"
"FA0001730","20110627","Proper hot and cold holding temperatures"
"FA0001730","20110627","Wiping cloths: properly used and stored"
"FA0001730","20110627","Hot and cold water available"
"FA0001730","20101130","Approved thawing methods used, frozen food"
"FA0001730","20101130","Food storage food storage containers identified"
"FA0001730","20101130","Food contact surfaces: clean and sanitized"
"FA0001730","20101130","Wiping cloths: properly used and stored"
"FA0001730","20101130","Food separated and protected"
"FA0001730","20100125","Proper hot and cold holding temperatures"
"FA0001730","20100125","Toilet facilities: properly constructed, supplied,"
"FA0001730","20100125","Nonfood-contact surfaces clean"
"FA0001730","20100125","Wiping cloths: properly used and stored"
"FA0001730","20081208","Food contact surfaces: clean and sanitized"
"FA0001730","20081208","Proper hot and cold holding temperatures"
"FA0001730","20081208","Toilet facilities: properly constructed, supplied,"
"FA0001730","20081208","Warewashing facilities: installed, maintained, use"
"FA0001730","20081208","Demonstration of knowledge food manager certifica"
"FA0001730","20071226","Wiping cloths: properly used and stored"
"FA0001730","20071226","Food contact surfaces: clean and sanitized"
"FA0001730","20071226","Premises personal/cleaning items vermin-proofing"
"FA0001731","20160311","Adequate ventilation and lighting designated area, use"
"FA0001731","20160311","Floors, walls and ceilings: built, maintained, and clean"
"FA0001731","20160311","Proper hot and cold holding temperatures"
"FA0001731","20160311","Equipment, utensils and linens: storage and use"
"FA0001731","20160311","Warewashing facilities: installed, maintained, used; test strips"
"FA0001731","20160311","Adequate handwashing facilities supplied & accessible"
"FA0001731","20150424","Food contact surfaces: clean and sanitized"
"FA0001731","20150424","Equipment, utensils and linens: storage and use"
"FA0001731","20150424","Premises personal/cleaning items vermin-proofing"
"FA0001731","20150424","Floors, walls and ceilings: built, maintained, and clean"
"FA0001731","20150424","Nonfood-contact surfaces clean"
"FA0001731","20140923","Plumbing proper backflow devices"
"FA0001731","20140923","Floors, walls and ceilings: built, maintained, and clean"
"FA0001731","20140923","Food contact surfaces: clean and sanitized"
"FA0001731","20140923","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0001731","20131213","Food contact surfaces: clean and sanitized"
"FA0001731","20130206","Food separated and protected"
"FA0001731","20130206","Floors, walls and ceilings: built, maintained, and"
"FA0001731","20130206","Food contact surfaces: clean and sanitized"
"FA0001731","20130206","Proper hot and cold holding temperatures"
"FA0001731","20130206","Consumer advisory provided for raw or undercooked"
"FA0001731","20111209","Consumer advisory provided for raw or undercooked"
"FA0001731","20111209","Adequate handwashing facilities supplied & accessi"
"FA0001731","20101203","Toilet facilities: properly constructed, supplied,"
"FA0001731","20101203","Signs posted last inspection report available"
"FA0001731","20101203","Warewashing facilities: installed, maintained, use"
"FA0001731","20101203","Floors, walls and ceilings: built, maintained, and"
"FA0001731","20101203","Food contact surfaces: clean and sanitized"
"FA0001731","20101203","Proper hot and cold holding temperatures"
"FA0001731","20100219","Plumbing proper backflow devices"
"FA0001731","20100219","Equipment, utensils and linens: storage and use"
"FA0001731","20100219","Nonfood-contact surfaces clean"
"FA0001731","20100219","Adequate ventilation and lighting designated area"
"FA0001731","20081217","Adequate ventilation and lighting designated area"
"FA0001731","20081217","Toilet facilities: properly constructed, supplied,"
"FA0001731","20081217","Proper hot and cold holding temperatures"
"FA0001731","20081217","Demonstration of knowledge food manager certifica"
"FA0001731","20081217","Adequate handwashing facilities supplied & accessi"
"FA0001731","20071219","Wiping cloths: properly used and stored"
"FA0001731","20071219","Proper cooling methods"
"FA0001731","20071219","Signs posted last inspection report available"
"FA0001731","20071219","Proper hot and cold holding temperatures"
"FA0001731","20071219","Equipment/Utensils - approved installed clean g"
"FA0001738","20160413","Adequate handwashing facilities supplied & accessible"
"FA0001738","20160413","Food in good condition, safe and unadulterated"
"FA0001738","20160413","Toxic substances properly identified, stored, used"
"FA0001738","20160413","Nonfood-contact surfaces clean"
"FA0001738","20160413","Wiping cloths: properly used and stored"
"FA0001738","20160413","Food separated and protected"
"FA0001738","20160413","Approved thawing methods used, frozen food"
"FA0001738","20160413","Demonstration of knowledge food manager certification"
"FA0001738","20150929","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0001738","20150929","Adequate handwashing facilities supplied & accessible"
"FA0001738","20150929","Floors, walls and ceilings: built, maintained, and clean"
"FA0001738","20150929","Nonfood-contact surfaces clean"
"FA0001738","20150929","Food separated and protected"
"FA0001738","20150929","Premises personal/cleaning items vermin-proofing"
"FA0001738","20150929","Wiping cloths: properly used and stored"
"FA0001738","20150929","Thermometers provided and accurate"
"FA0001738","20150929","Food storage food storage containers identified"
"FA0001738","20150929","Plumbing proper backflow devices"
"FA0001738","20150929","Proper hot and cold holding temperatures"
"FA0001738","20150223","Floors, walls and ceilings: built, maintained, and clean"
"FA0001738","20150223","Approved thawing methods used, frozen food"
"FA0001738","20150223","Food contact surfaces: clean and sanitized"
"FA0001738","20150223","Nonfood-contact surfaces clean"
"FA0001738","20150223","Equipment, utensils and linens: storage and use"
"FA0001738","20150223","Sewage and wastewater properly disposed"
"FA0001738","20150223","Demonstration of knowledge food manager certification"
"FA0001738","20150223","Proper hot and cold holding temperatures"
"FA0001738","20140310","Equipment, utensils and linens: storage and use"
"FA0001738","20140310","Demonstration of knowledge food manager certification"
"FA0001738","20140310","Plumbing proper backflow devices"
"FA0001738","20140310","Equipment/Utensils - approved installed clean good repair, capacity"
"FA0001738","20131001","Food storage food storage containers identified"
"FA0001738","20131001","Food separated and protected"
"FA0001738","20130412","Proper eating, tasting, drinking or tobacco use"
"FA0001738","20130412","Proper hot and cold holding temperatures"
"FA0001738","20130412","Premises personal/cleaning items vermin-proofing"
"FA0001738","20130208","Premises personal/cleaning items vermin-proofing"
"FA0001738","20130208","Food storage food storage containers identified"
"FA0001738","20130208","Floors, walls and ceilings: built, maintained, and"
"FA0001738","20121024","Equipment, utensils and linens: storage and use"
"FA0001738","20120622","Food storage food storage containers identified"
"FA0001738","20120622","Demonstration of knowledge food manager certifica"
"FA0001738","20120622","Toxic substances properly identified, stored, used"
"FA0001738","20120622","Premises personal/cleaning items vermin-proofing"
